gn,fileId,title,artist
sdom2529,12529,貴族4,SHK
sdom2528,12528,放開心靈,Red Pulse
sdom2527,12527,Crossing Those Hills,FF9
sdom2526,12526,Euphorium,DM Ashura
sdom2525,12525,Rose-1,cornandbeans
sdom2524,12524,刀鋒偏冷,李宇春
sdom2523,12523,冷たい部屋、一人,小松未可子
sdom2522,12522,Pure in Asia,東方
sdom2521,12521,Crystal World,Wa. remixed celas
sdom2520,12520,超級奇蹟,玩家原創
sdom2519,12519,卡農(Techno Remix),Steven Lin
sdom2518,12518,Dr Feel Good,RaNia
sdom2517,12517,Harajuku Girls,Gwen Stefani
sdom2516,12516,Phase 2,DM Ashura
sdom2515,12515,憂傷旋律(Torrent mix),B0UNC3
sdom2514,12514,I'M NOT OK,文熙俊
sdom2513,12513,Love Song,神話
sdom2512,12512,Promise You,Super Junior K.R.Y.
sdom2511,12511,任性情人,王心凌
sdom2510,12510,MINIMANIMO,Tiny-G
sdom2509,12509,Beep Beep,少女時代
sdom2508,12508,他算什麼,MYNAME
sdom2507,12507,I'm Yesterday,Jw、namolla Family
sdom2506,12506,Electric Shock,F X
sdom2505,12505,Bingo,Turtles
sdom2504,12504,那樣的你,BoA
sdom2503,12503,Without You,Blue
sdom2502,12502,OH BABY,Big Bang
sdom2501,12501,想怎樣,Big Bang
sdom2499,12499,謊言,Big Bang
sdom2498,12498,Last Farewell,Big Bang
sdom2497,12497,5 My Baby,Beast、Apink
sdom2496,12496,雨聲,B.A.P
sdom2495,12495,You And Me,Andy
sdom2494,12494,Missing You,權志龍
sdom2493,12493,即刻出發,吉克雋逸
sdom2492,12492,LIPSTICK,橙子焦糖
sdom2491,12491,feat. 阿悄,本兮 - 無限速
sdom2490,12490,要瘋了,Teen Top
sdom2489,12489,If You Love Me (Feat.樸宰範),N.S允智
sdom2488,12488,Popular Song (feat. Ariana Grand,Mika
sdom2487,12487,Don't Forget Me,Girl's Day
sdom2486,12486,Playing With Fire,Darin
sdom2485,12485,发飆(终极王者版),Spexial
sdom2484,12484,Beep Beep,少女時代
sdom2483,12483,我受罰,盧志勳
sdom2482,12482,1'2'3'4,李夏怡
sdom2481,12481,Ice Cream,金泫雅
sdom2480,12480,冷,Epik High
sdom2479,12479,queen,孫丹菲
sdom2478,12478,Maker,盧志勳
sdom2477,12477,HIGH歌,黃齡
sdom2476,12476,Where Is My Love,STi
sdom2475,12475,Luv Me,D-Unit
sdom2474,12474,意気地なしマスカレード,指原莉乃
sdom2473,12473,福爾摩斯,蕭敬騰
sdom2471,12471,FLOWER POWER,少女時代
sdom2470,12470,Climactic Cry,少女病
sdom2469,12469,重口味,陳奕迅
sdom2468,12468,Song 4 u,濱崎步
sdom2467,12467,花又開好了,S.H.E
sdom2466,12466,走過,B1A4
sdom2465,12465,LET'S GO OUT,AMOYAMO
sdom2464,12464,贖罪,Euphoreon
sdom2463,12463,空冥之嘆,DM ashura
sdom2462,12462,Executioner,SeasonⅠ
sdom2461,12461,Oriental Wind,SeasonⅡ
sdom2460,12460,blending rotation,SeasonⅢ
sdom2459,12459,Scarlet Blow,SeasonⅣ
sdom2458,12458,Bloody Brand,SeasonⅤ
sdom2457,12457,Reflection,SeasonⅥ
sdom2456,12456,Air Trancer,SeasonⅦ
sdom2455,12455,Over the sky,SeasonⅧ
sdom2454,12454,Where...,SeasonⅨ
sdom2453,12453,Jul.Dream,SeasonⅪ
sdom2452,12452,イノセントステイン,SeasonⅩ
sdom2451,12451,Liberating prayer !!,SeasonⅫ
sdom2450,12450,Extra 3rd is Crimson Dead Techni,SeasonXXXXX
sdom2449,12449,Extra 2nd is エルの天秤,SeasonXXXXX
sdom2448,12448,Extra 1st is ミユグ,SeasonXXX
sdom2447,12447,Crying in the Dark,SeasonFinal
sdom2446,12446,惡靈暗湧,S.S
sdom2445,12445,潛靈暗湧,I.S
sdom2444,12444,小叮噹,孫佳仁
sdom2443,12443,君のCW,チームサプライズ
sdom2442,12442,crossing field,Lisa（リサ）
sdom2441,12441,Look At Me,Jewelry
sdom2440,12440,V SPACE,魏晨
sdom2439,12439,我們在改變,魏晨
sdom2438,12438,你的名作,輝星
sdom2437,12437,Catch Me,東方神起
sdom2436,12436,沒有男人也能好好的,miss A
sdom2435,12435,愛情闖進門,BY2
sdom2434,12434,Spy,Super Junior
sdom2433,12433,ANYMORE,徐仁英
sdom2432,12432,Tarantallegra,金俊秀
sdom2431,12431,One More Night,Maroon 5
sdom2430,12430,fortissimo -the ultimate crisis,Fripside
sdom2429,12429,UNCOMMITTED,金俊秀
sdom2428,12428,江南style,Psy
sdom2427,12427,Spending all my time,Perfume
sdom2426,12426,Get Up,Nine Muses
sdom2425,12425,Butterfly,Jessica (少女時代)
sdom2424,12424,BRIGHT STREAM,水樹奈奈
sdom2423,12423,BLINK,東方神起
sdom2422,12422,大人ジェリービーンズ,渡邊麻友
sdom2421,12421,ANDROID,東方神起
sdom2420,12420,PONPONPON,またはきゃりーぱみゅぱみゅ
sdom2419,12419,Chase the world,May'n
sdom2418,12418,Start It Again,Aziatix
sdom2417,12417,BUBIBU,A pink
sdom2416,12416,Listen To The Rain,w-inds
sdom2415,12415,I Love You,2NE1
sdom2414,12414,"Sexy, Free & Single",Super Junior
sdom2413,12413,釋放自己,潘瑋柏
sdom2412,12412,時空サファイア,水樹奈奈
sdom2411,12411,深愛,水樹奈奈
sdom2410,12410,終わりの世界から,麻枝準
sdom2409,12409,我愛遊戲,T-ara
sdom2408,12408,HOLIDAY,T-ara
sdom2407,12407,DAY BY DAY,T-ara
sdom2406,12406,Lead Me,SISTAR
sdom2405,12405,白い雪のプリンセスは,初音未來
sdom2404,12404,桃花扇,汪蘇瀧
sdom2403,12403,西瓜BABY,Not yet
sdom2402,12402,Boyfriend,Justin Bieber
sdom2401,12401,抱我一次,Girl's Day
sdom2400,12400,Love,f(x)
sdom2399,12399,HISTORY,EXO-K
sdom2398,12398,像最初一樣【I Do I Do OST】,Eden
sdom2397,12397,Love Is Energy,CHICHI
sdom2396,12396,Volume Up,minute
sdom2395,12395,Zzz,佐咲紗花
sdom2394,12394,考試什麼的都去死吧,徐良
sdom2393,12393,インモラリスト,堀江由衣
sdom2392,12392,對不起,樸正炫
sdom2391,12391,告白,平井堅
sdom2390,12390,狂草,韓庚
sdom2389,12389,白月光,張信哲
sdom2388,12388,キミにささげる あいのマホウ,ダ?カーポIII
sdom2387,12387,未来への咆哮,JAM Project
sdom2386,12386,Flashback,After School
sdom2385,12385,Happy Ending,樸宰範
sdom2384,12384,I Love You More Than My Soul,樸奎利
sdom2383,12383,燃點,胡夏
sdom2382,12382,雪,杜雯媞
sdom2381,12381,向全世界宣佈我愛你,孫子涵 李瀟瀟
sdom2380,12380,華鳥風月,senya
sdom2379,12379,shake it up!,kis-my-ft2
sdom2378,12378,Wanna,Kara
sdom2377,12377,La-Di Da-Di,CROSS GENE
sdom2376,12376,君の神話～アクエリオン第二章,AKINO
sdom2355,12355,最炫民族風,鳳凰傳奇
sdom2325,12325,The Boys,少女時代
sdom2324,12324,君の知らない物語,化物語
sdom2323,12323,夜空中,After School Red
sdom2322,12322,she,東方神起
sdom2321,12321,Time Is (L)over,張佑赫
sdom2320,12320,分手的方法,曹圭賢
sdom2319,12319,あい,不公正抽籤
sdom2318,12318,dream scape,Tsubasa翼2
sdom2317,12317,Maximum,東方神起
sdom2316,12316,讓我們就這樣愛著吧（Apink）,A Pink
sdom2315,12315,shiny smile,天海春香萩原雪歩　秋月律子
sdom2314,12314,晴れ時計,魔界奇兵
sdom2313,12313,1000％SPARKING,魔法老師II
sdom2312,12312,寶石(井上麻裡奈),柯賽特的肖像
sdom2311,12311,最強○×計畫,地上最強新娘
sdom2310,12310,夢想歌,傳頌之物
sdom2309,12309,射手座☆午後九時Don’t be late,超時空要塞
sdom2308,12308,くちびる白昼夢,草莓狂熱
sdom2307,12307,Sweetest,草莓狂熱
sdom2306,12306,Harmonies,不公正抽籤
sdom2305,12305,かえして! ニーソックス,らき☆すた
sdom2304,12304,Do-Dai,THE IDOLM@STER
sdom2303,12303,黑い涙,土屋安娜
sdom2302,12302,また あした,Every Little Thing
sdom2301,12301,モザイクカケラ,code geass反叛的魯路修
sdom2300,12300,アニメサントラ,Chevalier騎士
sdom2299,12299,青空のナミダ,Blood+高橋 瞳
sdom2298,12298,風待ちジェット,Tsubasa翼2
sdom2297,12297,oops!,super junior
sdom2296,12296,a cha,super junior
sdom2295,12295,哈利路亞,rurutia
sdom2294,12294,on the floor,jennifer lopez
sdom2292,12292,SOS団ラジオ支部ed_運命的事件の幸,涼宮ハルヒの憂鬱
sdom2291,12291,takeover,mizz nina
sdom2290,12290,ok na ka,Katreeya
sdom2289,12289,你為我著迷,鄭容和（CNBLUE）
sdom2288,12288,客官 不可以,徐良 小凌
sdom2279,12279,Vortex,DJ
sdom2278,12278,My Spirit Will Go On,dragonforce
sdom2277,12277,BLOOD on FIRE,AAA
sdom2276,12276,電人、暁に斃れる。,L.E.D.-G
sdom2275,12275,Log-in,T_ara
sdom2274,12274,FATE,酷懶之味
sdom2273,12273,我愛你,SG Wanna be
sdom2272,12272,戀愛的三種技巧,殆死悲爱、申乾
sdom2271,12271,In Heaven,JYJ
sdom2270,12270,Red Sign,Kevin
sdom2269,12269,戰,尚雯婕
sdom2268,12268,Time Is,吳鍾赫
sdom2267,12267,Demon,樸宰範
sdom2266,12266,Hero,Simon D
sdom2265,12265,White(被詛咒的旋律 OST),PinkDolls
sdom2264,12264,風之旋律,IU
sdom2263,12263,直到無法呼吸,BBAN
sdom2262,12262,Good Bye,米娜(Mina)
sdom2261,12261,letter_song,ヲタみんver
sdom2260,12260,なないろ☆ナミダ,Tomato n' Pine
sdom2259,12259,太完美,superjunior m
sdom2258,12258,super junior,Mr. Simple
sdom2257,12257,對我來說她太漂亮了,金朝漢
sdom2256,12256,Bad Girl,少女時代
sdom2255,12255,IN MY WORLD,ROOKiEZ is PUNK'D
sdom2254,12254,Funny Bunny,ELLEGARDEN
sdom2253,12253,Remember,EI
sdom2252,12252,サムライハ ト(Some Like It Hot!!,SPYAIR
sdom2251,12251,桃源郷エイリアン,serial
sdom2250,12250,戦場に咲いた一輪の花,飛蘭
sdom2249,12249,青い栞,Galileo Galilei
sdom2248,12248,suddenly,金寶京
sdom2247,12247,perfect man (永不言棄插曲),神話
sdom2246,12246,カワルミライ,ちょうちょ
sdom2245,12245,tok tok tok,super junior
sdom2244,12244,Be Starters!,喜多村英梨
sdom2243,12243,Figaro,Nine muses
sdom2242,12242,Brand New Voice,花たん
sdom2241,12241,it's alright,城市獵人
sdom2230,12230,耀眼的你,Can
sdom2223,12223,コネクト,ClariS
sdom2222,12222,Lion,中島愛&May'n
sdom2221,12221,拿去吧！水手服,幸運星
sdom2220,12220,少女綺想曲 DreamBattle,東方
sdom2217,12217,Bubble Pop!,金泫雅
sdom2213,12213,You&Me,田村ゆかり
sdom2200,12200,克羅埃西亞狂想曲,Maksim Mrvica
sdom2199,12199,The Kinslayer,Nightwish
sdom2198,12198,give me every thing,pitbull
sdom2197,12197,星光月光,Secret
sdom2196,12196,Oh! Honey,Secret
sdom2195,12195,hello hello,f.t、island
sdom2194,12194,nu abo,f x
sdom2193,12193,danger,f x
sdom2192,12192,Time Is,DNT
sdom2191,12191,lonely,2 ne1
sdom2190,12190,旅行,瀧&翼
sdom2189,12189,dive to world,家庭教師第三季主題曲
sdom2188,12188,ガチでいこうぜ!,白石稔
sdom2187,12187,劉佳 愛很美,sara
sdom2186,12186,アンサイズニア,One Ok Rock
sdom2185,12185,Girl,金亨俊
sdom2184,12184,我認識的人,SG Wanna Be
sdom2183,12183,ミライボウル,Momoiro Clover
sdom2182,12182,自由時代,樸寶英
sdom2181,12181,walking on sunshine,樸寶英
sdom2180,12180,虹Niji,BEAST
sdom2179,12179,Lovely Day,樸信惠
sdom2178,12178,依然,李弘基
sdom2177,12177,我的女友是九尾狐,諾珉宇
sdom2176,12176,dash girl,尹恩惠
sdom2175,12175,約定,a.n.jell
sdom2174,12174,チャンスの顺番,akb48
sdom2173,12173,けない心,AAA
sdom2172,12172,WHY,4Minute
sdom2171,12171,最愛,2AM
sdom2140,12140,動畫歌曲串燒,動畫歌曲串燒
sdom2139,12139,maybe,閔先藝
sdom2138,12138,kasio,taru
sdom2137,12137,For You,Rie.fu
sdom2136,12136,Eyes Wide Shut,JLS
sdom2135,12135,Turtles,烏龜組合
sdom2134,12134,おしゃれ マイドリ_ム,小川真奈
sdom2133,12133,Jumping,KARA
sdom2132,12132,High High,Bigbang
sdom2131,12131,love the way you lie,Eminem&rihanna
sdom2130,12130,香水,徐佳瑩
sdom2129,12129,Tempest,中島岬
sdom2128,12128,Lilac,中島岬
sdom2127,12127,luv letter,dj okawari
sdom2126,12126,flower dance,dj okawari
sdom2125,12125,吞噬太陽,trax
sdom2124,12124,Alicia  OST,IU
sdom2123,12123,just the way u are,bruno mars
sdom2122,12122,granade,bruno mars
sdom2121,12121,abracadabra,brown eyed girls
sdom2120,12120,Kiss Me 愛してる,°C-ute
sdom2119,12119,令人興奮,殆死悲愛
sdom2118,12118,Shining Star,超新星
sdom2117,12117,telephone,lady gaga feat. beyonce
sdom2116,12116,supa luv,teen top
sdom2115,12115,a manin love,super junior
sdom2114,12114,orion,中島美嘉
sdom2113,12113,每天每天,殆死悲愛
sdom2112,12112,wish,olivia
sdom2111,12111,we r who we r,ke$ha
sdom2110,12110,rolling in the deep,adele
sdom2109,12109,dream high,2PM
sdom2108,12108,distance,西野カナ
sdom2107,12107,Visual Dream,少女時代
sdom2106,12106,hoot,少女時代
sdom2105,12105,genie,少女時代
sdom2104,12104,可疑的男人,李貞賢
sdom2103,12103,B.o.B  Price Tag,Jessie J Feat
sdom2102,12102,Black & White,G.NA
sdom2101,12101,Forget You,CEE LO GREEN
sdom2100,12100,都是因為你,Beast
sdom2099,12099,trust you,伊藤由奈
sdom2098,12098,寂寞寂寞就好,田馥甄
sdom2097,12097,falling,Beast
sdom2096,12096,那個女人,秘密花園
sdom2095,12095,她說,林俊杰
sdom2094,12094,メルト,初音
sdom2093,12093,情歌沒有告訴你,梁靜茹
sdom2092,12092,love forever,加藤ミリヤ&清水翔太
sdom2091,12091,S.H.E,JUJU
sdom2090,12090,only my railgun,fripSide
sdom2079,12079,瞬_センチメンタル,SCANDAL
sdom2078,12078,会いたいロンリ_クリスマス,℃-ute
sdom2077,12077,Albida,DJ YOSHITAKA
sdom2076,12076,Stoer,ピコ
sdom2075,12075,Rain,YUI
sdom2074,12074,again,YUI
sdom2073,12073,勿忘草,ピコ
sdom2072,12072,Dragon Blade,Kozo Nakamura
sdom2071,12071,Summer,久石讓
sdom2070,12070,ピアノ协奏曲第1番“悲鸣”,岬
sdom2069,12069,亡靈,電鋸驚魂
sdom2068,12068,running,瑪麗外宿中
sdom2067,12067,congratulation,瑪麗外宿中
sdom2066,12066,winner,不思議遊戲
sdom2065,12065,my bus,張根錫
sdom2064,12064,tell me your love,trax
sdom2063,12063,super star,Kara
sdom2062,12062,my precious,瑪麗外宿中
sdom2061,12061,Evans,DJ Yoshitaka
sdom2060,12060,hello、hello,張根錫
sdom2059,12059,burning,瑪麗亞 - 亞瑞唐多
sdom2058,12058,One Thing,4Minute
sdom2057,12057,說愛你,昭宥
sdom2056,12056,心碎了,吳宗赫
sdom2055,12055,男女共學,Too Late
sdom2054,12054,Windows Of Myself,Tres.B
sdom2053,12053,Oh!我的女神,Trax
sdom2052,12052,天空 大地 星星,T-ara
sdom2051,12051,Ma! Boy？,韓彩媛
sdom2050,12050,請播放音樂 DJ,miss A
sdom2040,12040,Hello,SHINee
sdom2036,12036,Breaking News,邁克爾·傑克遜
sdom2035,12035,吻我好嗎,G.NA
sdom2031,12031,ヘビーローテーション,AKB48
sdom2030,12030,Go Away,2NE1
sdom2028,12028,超級自戀男,喬洋
sdom2027,12027,現在開始我愛你,李勝基
sdom2026,12026,Mine,Taylor Swift
sdom2023,12023,愛上你,BY2
sdom2022,12022,夏天,李玖哲
sdom2021,12021,"Jump, Jump, Jump",高耀太
sdom2020,12020,講男講女,陳奕迅 露雲娜
sdom2019,12019,Break It,安室奈美惠
sdom2018,12018,Mission Statement,Stone Sour
sdom2017,12017,異想天開,楊丞琳
sdom2016,12016,黑吃黑,張惠妹
sdom2015,12015,黑白之吻,SID
sdom2014,12014,大開眼界,魔幻1+1
sdom2013,12013,愛瘋頭,羅志祥
sdom2012,12012,新流感,楊丞琳
sdom2011,12011,青春門,楊丞琳
sdom2010,12010,左右,戴愛玲
sdom2009,12009,壞天使,江映蓉
sdom2008,12008,Party Girl,McFly
sdom2007,12007,I Like It,Enrique Iglesias Pitbull
sdom2006,12006,Tomorrow,Avril Lavigne
sdom2005,12005,Skater Boy 滑板少年,Avril Lavigne
sdom2004,12004,上帝派我來愛你,王錚亮
sdom2003,12003,Give a Little More,Maroon 5
sdom2002,12002,Blues,蕭敬騰
sdom2001,12001,我想我是瘋了,李勝基
sdom2000,12000,愛的抱抱,郭書瑤
sdom1999,11999,Green Light,Roll Depp
sdom1998,11998,One Life,No Angels
sdom1997,11997,The Catalyst,Linkin Park
sdom1996,11996,BEAUTIFUL HANGOVER,BigBang
sdom1995,11995,Can't Nobody,2NE1
sdom1994,11994,野蜂飛舞,勁樂
sdom1993,11993,零次元,Nao Paradigm
sdom1992,11992,Vivaldi in HipHop,勁樂
sdom1991,11991,幽靈盛典,勁樂
sdom1990,11990,V3,勁樂
sdom1989,11989,溫馨一刻,Hiro
sdom1988,11988,夢的預見,Brandy
sdom1987,11987,Supermario,勁樂
sdom1973,11973,任性,恰萌奇
sdom1972,11972,迷迷羊,恰萌奇
sdom1970,11970,要我的命,楊丞琳
sdom1969,11969,就在,張懸
sdom1967,11967,そばにいてあげる,林綾
sdom1966,11966,Lacrimosa,華麗菲娜
sdom1964,11964,RPG,恰萌奇
sdom1963,11963,單程車票,恰萌奇
sdom1956,11956,WOW,蕭亞軒
sdom1955,11955,習慣就好,羅志祥
sdom1954,11954,不愛請閃開,蕭亞軒
sdom1953,11953,愛的主題秀,羅志祥
sdom1952,11952,Happy Loving,王心凌
sdom1951,11951,閃閃惹人愛,蕭亞軒
sdom1950,11950,雨愛,楊丞琳
sdom1949,11949,羅生門,羅志祥
sdom1948,11948,心電心,王心凌
sdom1947,11947,有膽你就來,張惠妹
sdom1946,11946,給我你的手,弦子
sdom1945,11945,Grab Bag,西野カナ
sdom1944,11944,Cabi Song,少女時代、2PM
sdom1943,11943,Smile Boy,李勝基、金妍兒
sdom1942,11942,Bad Apple,Minoshima
sdom1941,11941,Push Push,SISTAR
sdom1940,11940,Rumble Fish,Toxic
sdom1939,11939,IU,守護
sdom1938,11938,Because Of You,Gummy
sdom1937,11937,愛情病,Dream Girls
sdom1936,11936,仆のYELL,AKB48
sdom1935,11935,ポニーテールとシュシュ,AKB48
sdom1934,11934,WOW,萧亚軒
sdom1933,11933,習慣就好,羅志祥
sdom1932,11932,不愛請閃開,蕭亞軒
sdom1931,11931,愛的主場秀,羅志祥
sdom1930,11930,Happy Loving,王心凌
sdom1929,11929,閃閃惹人愛,蕭亞軒
sdom1928,11928,雨愛,楊丞琳
sdom1927,11927,羅生門,羅志祥
sdom1926,11926,心電心,王心凌
sdom1925,11925,好膽你就來,張惠妹
sdom1924,11924,BANG!,After School
sdom1923,11923,GEE,少女時代
sdom1922,11922,Run Devil Run,少女時代
sdom1921,11921,Different Tears,Wonder Girls
sdom1920,11920,The Way You Do Me,JOJO
sdom1919,11919,One More Time,Jewelry
sdom1918,11918,heymrbig,Jazzhiphop
sdom1917,11917,Chu,fx
sdom1916,11916,crazy woman,seeya davichi
sdom1915,11915,もっと君と,申彗星
sdom1914,11914,Stick Wit U,少女時代
sdom1908,11908,Good Bye,Wonder Girls
sdom1907,11907,Happy Cooking,super junior
sdom1906,11906,Juliette,SHINee
sdom1905,11905,SHERO,S.H.E
sdom1904,11904,Run,Epik High
sdom1903,11903,Supermassive Black hole,Muse
sdom1902,11902,Dream Again,move
sdom1901,11901,one more time,i13
sdom1900,11900,Paradise,Da Buzz
sdom1899,11899,Wacko,Belinda peregrín schull
sdom1898,11898,テクノキャット,Becky
sdom1897,11897,RIVER,AKB48
sdom1896,11896,首班車,superjunior t
sdom1895,11895,Magic,Brown Eyed Girls
sdom1894,11894,DA DA BUL,Aurora
sdom1892,11892,運命のルーレット廻して,ZARD
sdom1891,11891,MJ串燒,michael_jackson
sdom1890,11890,dangerous,michael_jackson
sdom1889,11889,smooth_criminal,michael_jackson
sdom1888,11888,beat_it,michael_jackson
sdom1887,11887,billie_jean,michael_jackson
sdom1886,11886,海賊王,COLOR
sdom1885,11885,Hey!,蔡旻佑
sdom1884,11884,白色謊言,戴愛玲
sdom1883,11883,小乖乖,蔡旻佑
sdom1882,11882,光速青春,COLOR
sdom1881,11881,鑽石糖,蕭亞軒
sdom1880,11880,我的寶貝,蔡旻佑
sdom1879,11879,暖氣系,盧學叡
sdom1878,11878,可不可以愛我,盧學叡
sdom1877,11877,Rock'n Roll Crazy,Richard Myhill
sdom1876,11876,只為愛上你,S.H.E
sdom1875,11875,Sign,Brown Eyed Girls
sdom1874,11874,Break Down,我不管家族
sdom1873,11873,因為你笑了,原來我不帥
sdom1872,11872,My Color,2PM
sdom1871,11871,第四十號交響,Donovanlee
sdom1870,11870,致她,2AM
sdom1869,11869,銀河鐵道999,放浪兄弟
sdom1868,11868,靠近,Brown Eyed Girls
sdom1867,11867,不懂ing,2AM
sdom1866,11866,擁抱我小姐,山下智久
sdom1865,11865,君がいない未来,大無限樂團
sdom1864,11864,Back to the day,相川七瀨
sdom1863,11863,PRIDE,High And Mighty Color
sdom1862,11862,Earthquake,Little Boots
sdom1861,11861,經驗值upup,南家三姐妹
sdom1860,11860,Troublemaker,嵐
sdom1859,11859,Poker Face,Lady GaGa
sdom1858,11858,気まぐれプリンセス,早安少女組
sdom1857,11857,月下香,妖精帝國
sdom1856,11856,泣いちゃうかも,早安少女組
sdom1855,11855,Wahrheit,妖精帝國
sdom1854,11854,oh!,少女時代
sdom1853,11853,I don't care,2NE1
sdom1852,11852,Every Heart,寶兒
sdom1851,11851,tell me,wonder girls
sdom1850,11850,Falling U,Tiara
sdom1849,11849,ttl time to love,T-ara & Supernova
sdom1848,11848,super girl,superjunior
sdom1847,11847,Crazy4s,2PM
sdom1846,11846,I'm So Sorry,我不管家族
sdom1844,11844,One Love,Super Junior 銀赫 KRY
sdom1843,11843,Strong Baby,BigBang
sdom1841,11841,kiss,2ne1
sdom1839,11839,甩蔥歌,初音未來
sdom1838,11838,PRIDE OF GLORY,水樹奈奈
sdom1837,11837,"Oh, Yes!",高耀太
sdom1836,11836,Apple Is A,Tiara
sdom1835,11835,Not Your Girl,Rainbow
sdom1834,11834,Love Attack,IU
sdom1833,11833,BingBingBing,F.T.Island
sdom1830,11830,Happy Loving,王心凌
sdom1828,11828,你的愛,Tiara
sdom1827,11827,Bo Peep Bo Peep,Tiara
sdom1820,11820,Crazy,Beast
sdom1817,11817,Dreams Come True,4minute
sdom1815,11815,看得最遠地方,張韶涵
sdom1811,11811,Kizuna,Orange Range
sdom1810,11810,Ishindenshin,Orange Range
sdom1809,11809,Asterisk,Orange Range
sdom1808,11808,Shanghai Honey,Orange Range
sdom1806,11806,Walking Through the Rain,百代著作權
sdom1805,11805,Force of Nature,百代著作權
sdom1804,11804,Smart Bomb,百代著作權
sdom1803,11803,Little Melody,百代著作權
