gn,title,artist,src,bpm,fileId
sdom2115,a manin love,super junior,kgn,100,12115
sdom2116,supa luv,teen top,kgn,116,12116
sdom2117,telephone,lady gaga feat. beyonce,kgn,122,12117
sdom2118,Shining Star,超新星,kgn,130,12118
sdom2119,令人興奮,殆死悲愛,kgn,120,12119
sdom2120,Kiss Me 愛してる,°C-ute,kgn,152,12120
sdom2121,abracadabra,brown eyed girls,kgn,128,12121
sdom2122,granade,bruno mars,kgn,111,12122
sdom2123,just the way u are,bruno mars,kgn,109,12123
sdom2124,Alicia  OST,IU,kgn,136,12124
sdom2125,吞噬太陽,trax,kgn,100,12125
sdom2126,flower dance,dj okawari,kgn,100,12126
sdom2127,luv letter,dj okawari,kgn,95,12127
sdom2128,Lilac,中島岬,kgn,170,12128
sdom2129,Tempest,中島岬,kgn,135,12129
sdom2130,香水,徐佳瑩,kgn,118,12130
sdom2131,love the way you lie,Eminem&rihanna,kgn,87,12131
sdom2132,High High,Bigbang,kgn,130,12132
sdom2133,Jumping,KARA,kgn,126,12133
sdom2134,おしゃれ マイドリ_ム,小川真奈,kgn,137,12134
sdom2135,Turtles,烏龜組合,kgn,135,12135
sdom2136,Eyes Wide Shut,JLS,kgn,128,12136
sdom2137,For You,Rie.fu,kgn,100,12137
sdom2138,kasio,taru,kgn,108,12138
sdom2139,maybe,閔先藝,kgn,100,12139
sdom2140,動畫歌曲串燒,動畫歌曲串燒,kgn,136,12140
sdom2171,最愛,2AM,kgn,78,12171
sdom2172,WHY,4Minute,kgn,130,12172
sdom2173,けない心,AAA,kgn,134,12173
sdom2174,チャンスの顺番,akb48,kgn,158,12174
sdom2175,約定,a.n.jell,kgn,130,12175
sdom2176,dash girl,尹恩惠,kgn,140,12176
sdom2177,我的女友是九尾狐,諾珉宇,kgn,90,12177
sdom2178,依然,李弘基,kgn,118,12178
sdom2179,Lovely Day,樸信惠,kgn,127,12179
sdom2180,虹Niji,BEAST,kgn,102,12180
sdom2181,walking on sunshine,樸寶英,kgn,109,12181
sdom2182,自由時代,樸寶英,kgn,130,12182
sdom2183,ミライボウル,Momoiro Clover,kgn,150,12183
sdom2184,我認識的人,SG Wanna Be,kgn,69,12184
sdom2185,Girl,金亨俊,kgn,128,12185
sdom2186,アンサイズニア,One Ok Rock,kgn,188,12186
sdom2187,劉佳 愛很美,sara,kgn,105,12187
sdom2188,ガチでいこうぜ!,白石稔,kgn,175,12188
sdom2189,dive to world,家庭教師第三季主題曲,kgn,147,12189
sdom2190,旅行,瀧&翼,kgn,124,12190
sdom2191,lonely,2 ne1,kgn,95,12191
sdom2192,Time Is,DNT,kgn,116,12192
sdom2193,danger,f x,kgn,118,12193
sdom2194,nu abo,f x,kgn,95,12194
sdom2195,hello hello,f.t、island,kgn,200,12195
sdom2196,Oh! Honey,Secret,kgn,130,12196
sdom2197,星光月光,Secret,kgn,130,12197
sdom2198,give me every thing,pitbull,kgn,129,12198
sdom2199,The Kinslayer,Nightwish,kgn,177.6,12199
sdom2200,克羅埃西亞狂想曲,Maksim Mrvica,kgn,96,12200
sdom2213,You&Me,田村ゆかり,kgn,160,12213
sdom2217,Bubble Pop!,金泫雅,kgn,146,12217
sdom2220,少女綺想曲 DreamBattle,東方,kgn,160,12220
sdom2221,拿去吧！水手服,幸運星,kgn,150,12221
sdom2222,Lion,中島愛&May'n,kgn,145,12222
sdom2223,コネクト,ClariS,kgn,175,12223
sdom2230,耀眼的你,Can,kgn,126,12230
sdom2241,it's alright,城市獵人,kgn,126,12241
sdom2242,Brand New Voice,花たん,kgn,141,12242
sdom2243,Figaro,Nine muses,kgn,118,12243
sdom2244,Be Starters!,喜多村英梨,kgn,168,12244
sdom2245,tok tok tok,super junior,kgn,147,12245
sdom2246,カワルミライ,ちょうちょ,kgn,167,12246
sdom2247,perfect man (永不言棄插曲),神話,kgn,108,12247
sdom2248,suddenly,金寶京,kgn,88,12248
sdom2249,青い栞,Galileo Galilei,kgn,132,12249
sdom2250,戦場に咲いた一輪の花,飛蘭,kgn,168,12250
sdom2251,桃源郷エイリアン,serial,kgn,170,12251
sdom2252,サムライハ ト(Some Like It Hot!!,SPYAIR,kgn,113,12252
sdom2253,Remember,EI,kgn,128,12253
sdom2254,Funny Bunny,ELLEGARDEN,kgn,130,12254
sdom2255,IN MY WORLD,ROOKiEZ is PUNK'D,kgn,190,12255
sdom2256,Bad Girl,少女時代,kgn,115,12256
sdom2257,對我來說她太漂亮了,金朝漢,kgn,65,12257
sdom2258,super junior,Mr. Simple,kgn,128,12258
sdom2259,太完美,superjunior m,kgn,106,12259
sdom2260,なないろ☆ナミダ,Tomato n' Pine,kgn,127,12260
sdom2261,letter_song,ヲタみんver,kgn,63,12261
sdom2262,Good Bye,米娜(Mina),kgn,120,12262
sdom2263,直到無法呼吸,BBAN,kgn,90,12263
sdom2264,風之旋律,IU,kgn,160,12264
sdom2265,White(被詛咒的旋律 OST),PinkDolls,kgn,138,12265
sdom2266,Hero,Simon D,kgn,110,12266
sdom2267,Demon,樸宰範,kgn,121,12267
sdom2268,Time Is,吳鍾赫,kgn,67,12268
sdom2269,戰,尚雯婕,kgn,74,12269
sdom2270,Red Sign,Kevin,kgn,150,12270
sdom2271,In Heaven,JYJ,kgn,76,12271
sdom2272,戀愛的三種技巧,殆死悲爱、申乾,kgn,109,12272
sdom2273,我愛你,SG Wanna be,kgn,79,12273
sdom2274,FATE,酷懶之味,kgn,110,12274
sdom2275,Log-in,T_ara,kgn,135,12275
sdom2276,電人、暁に斃れる。,L.E.D.-G,kgn,165,12276
sdom2277,BLOOD on FIRE,AAA,kgn,155,12277
sdom2278,My Spirit Will Go On,dragonforce,kgn,200,12278
sdom2279,Vortex,DJ,kgn,172,12279
sdom2288,客官 不可以,徐良 小凌,kgn,95,12288
sdom2289,你為我著迷,鄭容和（CNBLUE）,kgn,147,12289
sdom2290,ok na ka,Katreeya,kgn,135,12290
sdom2291,takeover,mizz nina,kgn,124,12291
sdom2292,SOS団ラジオ支部ed_運命的事件の幸,涼宮ハルヒの憂鬱,kgn,157,12292
sdom2294,on the floor,jennifer lopez,kgn,130,12294
sdom2295,哈利路亞,rurutia,kgn,94,12295
sdom2296,a cha,super junior,kgn,125,12296
sdom2297,oops!,super junior,kgn,153,12297
sdom2298,風待ちジェット,Tsubasa翼2,kgn,109,12298
sdom2299,青空のナミダ,Blood+高橋 瞳,kgn,175,12299
sdom2300,アニメサントラ,Chevalier騎士,kgn,80,12300
sdom2301,モザイクカケラ,code geass反叛的魯路修,kgn,130,12301
sdom2302,また あした,Every Little Thing,kgn,90,12302
sdom2303,黑い涙,土屋安娜,kgn,79.9,12303
sdom2304,Do-Dai,THE IDOLM@STER,kgn,171,12304
sdom2305,かえして! ニーソックス,らき☆すた,kgn,180,12305
sdom2306,Harmonies,不公正抽籤,kgn,110,12306
sdom2307,Sweetest,草莓狂熱,kgn,178,12307
sdom2308,くちびる白昼夢,草莓狂熱,kgn,145,12308
sdom2309,射手座☆午後九時Don’t be late,超時空要塞,kgn,165,12309
sdom2310,夢想歌,傳頌之物,kgn,134,12310
sdom2311,最強○×計畫,地上最強新娘,kgn,176,12311
sdom2312,寶石(井上麻裡奈),柯賽特的肖像,kgn,128,12312
sdom2313,1000％SPARKING,魔法老師II,kgn,180,12313
sdom2314,晴れ時計,魔界奇兵,kgn,109,12314
sdom2315,shiny smile,天海春香萩原雪歩　秋月律子,kgn,170,12315
sdom2316,讓我們就這樣愛著吧（Apink）,A Pink,kgn,156,12316
sdom2317,Maximum,東方神起,kgn,85,12317
sdom2318,dream scape,Tsubasa翼2,kgn,90,12318
sdom2319,あい,不公正抽籤,kgn,120,12319
sdom2320,分手的方法,曹圭賢,kgn,70,12320
sdom2321,Time Is (L)over,張佑赫,kgn,128,12321
sdom2322,she,東方神起,kgn,66,12322
sdom2323,夜空中,After School Red,kgn,130,12323
sdom2324,君の知らない物語,化物語,kgn,165,12324
sdom2325,The Boys,少女時代,kgn,115,12325
sdom2355,最炫民族風,鳳凰傳奇,kgn,127,12355
sdom2376,君の神話～アクエリオン第二章,AKINO,kgn,164,12376
sdom2377,La-Di Da-Di,CROSS GENE,kgn,128,12377
sdom2378,Wanna,Kara,kgn,161,12378
sdom2379,shake it up!,kis-my-ft2,kgn,130,12379
sdom2380,華鳥風月,senya,kgn,123,12380
sdom2381,向全世界宣佈我愛你,孫子涵 李瀟瀟,kgn,110,12381
sdom2382,雪,杜雯媞,kgn,110,12382
sdom2383,燃點,胡夏,kgn,124,12383
sdom2384,I Love You More Than My Soul,樸奎利,kgn,138,12384
sdom2385,Happy Ending,樸宰範,kgn,125,12385
sdom2386,Flashback,After School,kgn,130,12386
sdom2387,未来への咆哮,JAM Project,kgn,140,12387
sdom2388,キミにささげる あいのマホウ,ダ?カーポIII,kgn,91,12388
sdom2389,白月光,張信哲,kgn,75,12389
sdom2390,狂草,韓庚,kgn,100,12390
sdom2391,告白,平井堅,kgn,115,12391
sdom2392,對不起,樸正炫,kgn,85,12392
sdom2393,インモラリスト,堀江由衣,kgn,93,12393
sdom2394,考試什麼的都去死吧,徐良,kgn,85,12394
sdom2395,Zzz,佐咲紗花,kgn,154,12395
sdom2396,Volume Up,minute,kgn,130,12396
sdom2397,Love Is Energy,CHICHI,kgn,126,12397
sdom2398,像最初一樣【I Do I Do OST】,Eden,kgn,128,12398
sdom2399,HISTORY,EXO-K,kgn,111,12399
sdom2400,Love,f(x),kgn,125,12400
sdom2401,抱我一次,Girl's Day,kgn,135,12401
sdom2402,Boyfriend,Justin Bieber,kgn,97,12402
sdom2403,西瓜BABY,Not yet,kgn,162,12403
sdom2404,桃花扇,汪蘇瀧,kgn,130,12404
sdom2405,白い雪のプリンセスは,初音未來,kgn,200,12405
sdom2406,Lead Me,SISTAR,kgn,98,12406
sdom2407,DAY BY DAY,T-ara,kgn,118,12407
sdom2408,HOLIDAY,T-ara,kgn,112,12408
sdom2409,我愛遊戲,T-ara,kgn,160,12409
sdom2410,終わりの世界から,麻枝準,kgn,148,12410
sdom2411,深愛,水樹奈奈,kgn,134,12411
sdom2412,時空サファイア,水樹奈奈,kgn,170,12412
sdom2413,釋放自己,潘瑋柏,kgn,128,12413
sdom2414,"Sexy, Free & Single",Super Junior,kgn,115,12414
sdom2415,I Love You,2NE1,kgn,125,12415
sdom2416,Listen To The Rain,w-inds,kgn,110,12416
sdom2417,BUBIBU,A pink,kgn,118,12417
sdom2418,Start It Again,Aziatix,kgn,123,12418
sdom2419,Chase the world,May'n,kgn,170,12419
sdom2420,PONPONPON,またはきゃりーぱみゅぱみゅ,kgn,128,12420
sdom2421,ANDROID,東方神起,kgn,120,12421
sdom2422,大人ジェリービーンズ,渡邊麻友,kgn,157,12422
sdom2423,BLINK,東方神起,kgn,117,12423
sdom2424,BRIGHT STREAM,水樹奈奈,kgn,158,12424
sdom2425,Butterfly,Jessica (少女時代),kgn,130,12425
sdom2426,Get Up,Nine Muses,kgn,120.1,12426
sdom2427,Spending all my time,Perfume,kgn,130,12427
sdom2428,江南style,Psy,kgn,132,12428
sdom2429,UNCOMMITTED,金俊秀,kgn,134,12429
sdom2430,fortissimo -the ultimate crisis,Fripside,kgn,145.5,12430
sdom2431,One More Night,Maroon 5,kgn,93,12431
sdom2432,Tarantallegra,金俊秀,kgn,120,12432
sdom2433,ANYMORE,徐仁英,kgn,128,12433
sdom2434,Spy,Super Junior,kgn,115,12434
sdom2435,愛情闖進門,BY2,kgn,95,12435
sdom2436,沒有男人也能好好的,miss A,kgn,156,12436
sdom2437,Catch Me,東方神起,kgn,128,12437
sdom2438,你的名作,輝星,kgn,130,12438
sdom2439,我們在改變,魏晨,kgn,125,12439
sdom2440,V SPACE,魏晨,kgn,128,12440
sdom2441,Look At Me,Jewelry,kgn,128,12441
sdom2442,crossing field,Lisa（リサ）,kgn,179,12442
sdom2443,君のCW,チームサプライズ,kgn,174,12443
sdom2444,小叮噹,孫佳仁,kgn,120,12444
sdom2445,潛靈暗湧,I.S,kgn,154,12445
sdom2446,惡靈暗湧,S.S,kgn,155,12446
sdom2447,Crying in the Dark,SeasonFinal,kgn,199,12447
sdom2448,Extra 1st is ミユグ,SeasonXXX,kgn,150,12448
sdom2449,Extra 2nd is エルの天秤,SeasonXXXXX,kgn,156,12449
sdom2450,Extra 3rd is Crimson Dead Techni,SeasonXXXXX,kgn,138.87,12450
sdom2451,Liberating prayer !!,SeasonⅫ,kgn,180,12451
sdom2452,イノセントステイン,SeasonⅩ,kgn,151,12452
sdom2453,Jul.Dream,SeasonⅪ,kgn,180,12453
sdom2454,Where...,SeasonⅨ,kgn,140,12454
sdom2455,Over the sky,SeasonⅧ,kgn,140,12455
sdom2456,Air Trancer,SeasonⅦ,kgn,140,12456
sdom2457,Reflection,SeasonⅥ,kgn,132,12457
sdom2458,Bloody Brand,SeasonⅤ,kgn,90,12458
sdom2459,Scarlet Blow,SeasonⅣ,kgn,165,12459
sdom2460,blending rotation,SeasonⅢ,kgn,180,12460
sdom2461,Oriental Wind,SeasonⅡ,kgn,137,12461
sdom2462,Executioner,SeasonⅠ,kgn,145.31,12462
sdom2463,空冥之嘆,DM ashura,kgn,128,12463
sdom2464,贖罪,Euphoreon,kgn,204,12464
sdom2465,LET'S GO OUT,AMOYAMO,kgn,178,12465
sdom2466,走過,B1A4,kgn,133,12466
sdom2467,花又開好了,S.H.E,kgn,117,12467
sdom2468,Song 4 u,濱崎步,kgn,128,12468
sdom2469,重口味,陳奕迅,kgn,150,12469
sdom2470,Climactic Cry,少女病,kgn,140,12470
sdom2471,FLOWER POWER,少女時代,kgn,118,12471
sdom2473,福爾摩斯,蕭敬騰,kgn,127,12473
sdom2474,意気地なしマスカレード,指原莉乃,kgn,137,12474
sdom2475,Luv Me,D-Unit,kgn,95,12475
sdom2476,Where Is My Love,STi,kgn,102,12476
sdom2477,HIGH歌,黃齡,kgn,108,12477
sdom2478,Maker,盧志勳,kgn,90,12478
sdom2479,queen,孫丹菲,kgn,126,12479
sdom2480,冷,Epik High,kgn,112,12480
sdom2481,Ice Cream,金泫雅,kgn,120,12481
sdom2482,1'2'3'4,李夏怡,kgn,116,12482
sdom2483,我受罰,盧志勳,kgn,115,12483
sdom2484,Beep Beep,少女時代,kgn,144,12484
sdom2485,发飆(终极王者版),Spexial,kgn,92.5,12485
sdom2486,Playing With Fire,Darin,kgn,127,12486
sdom2487,Don't Forget Me,Girl's Day,kgn,134,12487
sdom2488,Popular Song (feat. Ariana Grand,Mika,kgn,99,12488
sdom2489,If You Love Me (Feat.樸宰範),N.S允智,kgn,170,12489
sdom2490,要瘋了,Teen Top,kgn,140,12490
sdom2491,feat. 阿悄,本兮 - 無限速,kgn,160,12491
sdom2492,LIPSTICK,橙子焦糖,kgn,126,12492
sdom2493,即刻出發,吉克雋逸,kgn,80,12493
sdom2494,Missing You,權志龍,kgn,123,12494
sdom2495,You And Me,Andy,kgn,90,12495
sdom2496,雨聲,B.A.P,kgn,98,12496
sdom2497,5 My Baby,Beast、Apink,kgn,120,12497
sdom2498,Last Farewell,Big Bang,kgn,135,12498
sdom2499,謊言,Big Bang,kgn,125,12499
sdom2501,想怎樣,Big Bang,kgn,128,12501
sdom2502,OH BABY,Big Bang,kgn,110,12502
sdom2503,Without You,Blue,kgn,190,12503
sdom2504,那樣的你,BoA,kgn,100,12504
sdom2505,Bingo,Turtles,kgn,135,12505
sdom2506,Electric Shock,F X,kgn,125,12506
sdom2507,I'm Yesterday,Jw、namolla Family,kgn,92,12507
sdom2508,他算什麼,MYNAME,kgn,130,12508
sdom2509,Beep Beep,少女時代,kgn,144,12509
sdom2510,MINIMANIMO,Tiny-G,kgn,110,12510
sdom2511,任性情人,王心凌,kgn,127,12511
sdom2512,Promise You,Super Junior K.R.Y.,kgn,136,12512
sdom2513,Love Song,神話,kgn,122,12513
sdom2514,I'M NOT OK,文熙俊,kgn,128,12514
sdom2515,憂傷旋律(Torrent mix),B0UNC3,kgn,157,12515
sdom2516,Phase 2,DM Ashura,kgn,150,12516
sdom2517,Harajuku Girls,Gwen Stefani,kgn,114,12517
sdom2518,Dr Feel Good,RaNia,kgn,124,12518
sdom2519,卡農(Techno Remix),Steven Lin,kgn,130,12519
sdom2520,超級奇蹟,玩家原創,kgn,168,12520
sdom2521,Crystal World,Wa. remixed celas,kgn,180,12521
sdom2522,Pure in Asia,東方,kgn,160,12522
sdom2523,冷たい部屋、一人,小松未可子,kgn,80,12523
sdom2524,刀鋒偏冷,李宇春,kgn,96.9,12524
sdom2525,Rose-1,cornandbeans,kgn,175,12525
sdom2526,Euphorium,DM Ashura,kgn,158,12526
sdom2527,Crossing Those Hills,FF9,kgn,100,12527
sdom2528,放開心靈,Red Pulse,kgn,144,12528
sdom2529,貴族4,SHK,kgn,140,12529
sdom2530,V.C-金星狂歡-,玩家原創,kgn,185,12530
sdom2531,Love,Wolf.R,kgn,100,12531
sdom2532,Necro Fantasy,東方,kgn,164,12532
sdom2533,That's Miko Reimu,IOSYS,kgn,150,12533
sdom2534,Try,P!nk,kgn,104,12534
sdom2535,KISSY KISSY,Smile,kgn,138,12535
sdom2536,自己呀,樸株會,kgn,140.83,12536
sdom2537,Close Your Eyes,澤野弘之,kgn,147,12537
sdom2538,Breaking The Habit,Linkin Park,kgn,100,12538
sdom2539,Emerald_sword,Alex Staropoli,kgn,180,12539
sdom2540,S.S-惡靈暗湧-,Kinato,kgn,155,12540
sdom2541,貴族5,SHK,kgn,140,12541
sdom2542,EOS,ginkiha,kgn,175,12542
sdom2543,地震,KAZE.o2SE,kgn,150,12543
sdom2544,La grand bleu,DJ-EZ2DJ,kgn,164,12544
sdom2545,Child In Paradise,maksim,kgn,128,12545
sdom2546,Kinato Ymir,nato,kgn,170,12546
sdom2547,黑洞8,PLight,kgn,170,12547
sdom2548,Bird Sprite(D.K.R.mix),ツナマヨちゃん,kgn,146,12548
sdom2549,穿越時空的愛戀,Brandy,kgn,160,12549
sdom2550,Baby,Justin Bieber,kgn,130,12550
sdom2551,Gentleman,Psy,kgn,126,12551
sdom2552,深海少女,初音未來,kgn,137,12552
sdom2553,Blue Bird,ikimono gakari,kgn,152.11,12553
sdom2554,Flower Dance,Dj Okawari,kgn,100,12554
sdom2555,克羅埃西亞狂想曲,maksim,kgn,96,12555
sdom2556,Uranus,Tatsh SN2 Style,kgn,162,12556
sdom2557,Broken,dj TAKA Feat. AiMEE,kgn,148,12557
sdom2558,赤訊號,Kevin.o2S,kgn,150,12558
sdom2559,向日葵の記憶,Innocent Key,kgn,145,12559
sdom2560,爆發！櫻桃紅唇之吻！,KOTOKO,kgn,140,12560
sdom2561,Trouble is friend,Lenka,kgn,118,12561
sdom2562,she is my sin,nightwish,kgn,153,12562
sdom2563,幻想境界,Red Pulse,kgn,144,12563
sdom2564,RED ZONE,Tatsh & Naoki,kgn,165,12564
sdom2565,白の魔法の光,圮鬲堝蚊,kgn,200,12565
sdom2566,Mellow Melody,CEUI,kgn,105,12566
sdom2567,Joker,D.J.Nero,kgn,184,12567
sdom2568,海洋之心,Yamajet,kgn,174,12568
sdom2569,憂傷的聖誕節,BeautifulDay,kgn,141,12569
sdom2570,Rainbow Tylenol,Kitsune^2,kgn,135,12570
sdom2571,仿如夢境,Deen,kgn,110.25,12571
sdom2572,Luv Letter,Dj Okawari,kgn,95,12572
sdom2573,Lunatic Sky,m2u,kgn,160,12573
sdom2574,魅惑鋼琴,R.M.X,kgn,144,12574
sdom2575,甩蔥DJ版,初音未來,kgn,125,12575
sdom2576,祝你聖誕快樂,玩家原創,kgn,189.33,12576
sdom2577,貝多芬的悲傷,蕭風,kgn,87.5,12577
sdom2578,Live It Up,Owl City,kgn,122,12578
sdom2579,Breath,金俊秀,kgn,120,12579
sdom2580,Shake It Up,KARA,kgn,135,12580
sdom2581,"Have, Don't Have",Dal★shabet,kgn,123,12581
sdom2582,女力,溫嵐,kgn,140,12582
sdom2583,愛投羅網,羅志祥,kgn,128,12583
sdom2584,Carry You(Remix),Union J,kgn,126,12584
sdom2585,第六十一分鐘,羅志祥,kgn,135,12585
sdom2586,Super Style,Spexial,kgn,132,12586
sdom2587,Empire State Glory,Dirty Androids,kgn,173,12587
sdom2588,Here We Go,Hard Rock Sofa,kgn,128,12588
sdom2589,Blind Love,CNBLUE,kgn,115,12589
sdom2590,Tell Me Love,HISTORY,kgn,132,12590
sdom2591,片想い。~リナリア~,Sonar Pocket,kgn,128,12591
sdom2592,感覺特別,胡彥斌、郭凌霞,kgn,89,12592
sdom2593,All For You,徐仁國、鄭恩地,kgn,104,12593
sdom2594,LOVE DAY,梁耀燮、鄭恩地,kgn,120,12594
sdom2595,我們相愛可以嗎,孫佳仁、趙權,kgn,118,12595
sdom2596,肩上蝶,金志文、湯曉菲,kgn,118,12596
sdom2597,Love Again,3rd Coast,kgn,128,12597
sdom2598,Let It Go(冰雪奇緣),Idina Menzel,kgn,137,12598
sdom2599,Way,Kara,kgn,171,12599
sdom2600,如果天還沒黑,星弟,kgn,140,12600
sdom2601,Change,Churchill,kgn,120,12601
sdom2602,LADIES,ICONIQ,kgn,176,12602
sdom2603,Replay,Raffaella Carra,kgn,128,12603
sdom2604,To Me,Rainbow,kgn,128,12604
sdom2605,In,Simple Plan,kgn,148,12605
sdom2606,ALONE,U-KISS,kgn,170,12606
sdom2607,Real Love,U-KISS,kgn,131,12607
sdom2608,後遺症,ZE_A,kgn,143,12608
sdom2609,The Dirty of Loudness,狂熱節拍,kgn,165,12609
sdom2610,舞魂再現,羅志祥,kgn,128,12610
sdom2611,成為魔女的理由,N.S允智,kgn,115,12611
sdom2612,Music Makes One,具俊燁,kgn,127,12612
sdom2613,Bad Apple!!(Remix),nomico,kgn,170,12613
sdom2614,The Creator,妖精帝國,kgn,140,12614
sdom2615,La Song,Rain,kgn,120,12615
sdom2616,Victory Korea,Super Junior,kgn,130,12616
