gn,title,artist,src,bpm,fileId
sdom0045,the magic key,One-T&Cool-T,kgn,102,10045
sdom0049,Pierrot,P I U,kgn,101,10049
sdom0050,Amazing Kiss,寶兒,kgn,100.2,10050
sdom0051,HEY DUDE,神話,kgn,98,10051
sdom0053,搞怪蛙,Crazy frog,kgn,138,10053
sdom0054,我想靠近你,孫燕姿,kgn,92,10054
sdom0057,鈴兒響叮噹,chrildren,kgn,97,10057
sdom0058,聖誕歌,韓國群星,kgn,123,10058
sdom0060,Far away from home,舞動精靈,kgn,90.9,10060
sdom0061,she,舞動精靈,kgn,102,10061
sdom0062,PARANOiA(180),DDR,kgn,180,10062
sdom0064,pump it up,danzel,kgn,129,10064
sdom0065,KITCHUP,SDO,kgn,92.5,10065
sdom0067,Summer of Love,SDO,kgn,125.01,10067
sdom0068,hiphop horry,DJ Tommy,kgn,99.2,10068
sdom0070,Chi Hua Hua,SDO,kgn,90,10070
sdom0072,zips,T.M.Revolution,kgn,155,10072
sdom0074,venus,孫燕姿,kgn,126,10074
sdom0077,I could be the one,9you,kgn,133,10077
sdom0078,keep sweatin,ray j feat,kgn,106,10078
sdom0079,天下無敵,MC MONG,kgn,98.95,10079
sdom0080,come over baby,克里斯帝娜,kgn,118.9,10080
sdom0082,Max power,9you,kgn,152.3,10082
sdom0088,新年好,中國娃娃,kgn,140.9,10088
sdom0089,甜心戰士,幸田來未,kgn,155,10089
sdom0090,花與劍,J.S,kgn,120,10090
sdom0097,you-make-me-wanna,blue,kgn,79,10097
sdom0098,逆鱗,周杰倫,kgn,88,10098
sdom0101,Super Model,S.H.E,kgn,108,10101
sdom0102,fire_fly,teens,kgn,82,10102
sdom0104,二十二,陶喆,kgn,93,10104
sdom0105,Like I Love You,賈斯汀,kgn,115,10105
sdom0106,soundscape,B.O.A,kgn,142,10106
sdom0112,一年後,Brown eyes,kgn,104,10112
sdom0116,steal away,朴志胤,kgn,100.5,10116
sdom0119,兩個人,蔡研,kgn,100,10119
sdom0120,bombbud,軼名,kgn,146.56,10120
sdom0121,Def tech my way,BrotherBeatin,kgn,100,10121
sdom0126,奇蹟,寶兒,kgn,105,10126
sdom0130,假裝正經,Twins,kgn,118,10130
sdom0136,i can't go on,fir,kgn,126,10136
sdom0149,My Girl,姜成勳,kgn,108,10149
sdom0150,Show me your love,東方神起,kgn,117,10150
sdom0152,feeling good,dapumb,kgn,106.1,10152
sdom0153,Without your love,JTL,kgn,134,10153
sdom0158,Dream,Rain,kgn,126,10158
sdom0159,Addiction,寶兒,kgn,90,10159
sdom0160,MOTO,寶兒,kgn,112,10160
sdom0161,A HA,IVY,kgn,102,10161
sdom0162,PASSION,JEWERY,kgn,110,10162
sdom0163,走過來,蔡妍,kgn,98,10163
sdom0164,Question,河佑善,kgn,100,10164
sdom0165,自己呀,樸珠會,kgn,140.84,10165
sdom0166,All The Way,Craig David,kgn,103,10166
sdom0168,lose my breath,destinys child,kgn,119.02,10168
sdom0174,Pretty Lady,輝星,kgn,140,10174
sdom0176,暴風,Wannabe,kgn,112.02,10176
sdom0177,Shake it off,Mariah Carey,kgn,134,10177
sdom0181,The Game Of Love,艾微兒,kgn,119.79,10181
sdom0183,當你,王心凌,kgn,136,10183
sdom0184,想飛,任賢齊,kgn,120,10184
sdom0186,面具,安七炫,kgn,212,10186
sdom0190,Crazy,SE7EN,kgn,110,10190
sdom0192,The way U are,東方神起,kgn,108.01,10192
sdom0194,十有八九,後弦,kgn,129.87,10194
sdom0196,愛你,王心凌,kgn,100,10196
sdom0201,Secret Love,MariahCarey,kgn,89.3,10201
sdom0205,手記,Rain,kgn,99,10205
sdom0206,shake shake,陳慧琳,kgn,90,10206
sdom0207,我們的天空,李孝利,kgn,112,10207
sdom0208,舞娘,蔡依林,kgn,124.05,10208
sdom0210,NASTY,TYM,kgn,93,10210
sdom0212,Back To Your Love,Samantha,kgn,105.22,10212
sdom0213,Burn It Up,Lee Jung,kgn,99,10213
sdom0214,Sometimes,Minwoo,kgn,88,10214
sdom0216,Walk On By,布蘭妮,kgn,105,10216
sdom0219,take it to the floor,B2K,kgn,105.2,10219
sdom0220,埃及豔后,李孝利,kgn,91,10220
sdom0221,midnight girl,神話,kgn,128,10221
sdom0222,Doobob,神話,kgn,113,10222
sdom0223,your man,seven,kgn,112,10223
sdom0224,感應,張惠妹,kgn,98,10224
sdom0227,Dilemma,輝星,kgn,96,10227
sdom0228,Femme_Like_U,K'Maro,kgn,117,10228
sdom0229,傳說,文熙俊,kgn,93,10229
sdom0245,決戰二世祖,9YOU,kgn,101,10245
sdom0246,Pop Ye! Ye!,VE FtJoe&Daly,kgn,148,10246
sdom0247,Dua Dunia,T.Phat Ft S.N,kgn,95,10247
sdom0248,Kembali Senyum,Izwan Pilus,kgn,105.95,10248
sdom0249,Kenapa,Shazzy Ft VE,kgn,128,10249
sdom0251,愛拼才會贏,9U,kgn,90,10251
sdom0252,Da' Bomb,9YOU,kgn,160,10252
sdom0253,Bad Day,Daniel Powter,kgn,70,10253
sdom0254,Stupid girl,9U,kgn,100,10254
sdom0255,Beep (feat will i am),SDO,kgn,103.66,10255
sdom0256,Still Alive,BigBang,kgn,165,10256
sdom0257,快D快樂,9you,kgn,140,10257
sdom0258,Blue,BigBang,kgn,125,10258
sdom0274,Ring Ring Ring,SHE,kgn,102,10274
sdom0275,Once in a lifetime,shinhwa,kgn,75,10275
sdom0277,五分熟,yummy,kgn,110,10277
sdom0278,聚會,白智英,kgn,120,10278
sdom0281,水晶糖果,9you,kgn,107.94,10281
sdom0282,傻瓜的愛情,李俊基,kgn,115,10282
sdom0284,NOW,FinKL,kgn,118.1,10284
sdom0287,一個人的行李,戴佩妮,kgn,103,10287
sdom0288,umpoMambo,COOL,kgn,142.08,10288
sdom0289,get high,f.i.r,kgn,132.01,10289
sdom0291,She Is My Sin,Nightwish,kgn,153,10291
sdom0292,情逢敵手,蔡依林,kgn,131,10292
sdom0293,飆汗,容祖兒,kgn,116,10293
sdom0296,peerless,darin,kgn,105.01,10296
sdom0297,悲傷的騷沙舞,白智英,kgn,125,10297
sdom0300,because you live,公主,kgn,99.39,10300
sdom0302,嗆聲,羅百吉,kgn,145.07,10302
sdom0305,it's my live,bon jovi,kgn,120.64,10305
sdom0306,我的人,sg wannabe,kgn,110,10306
sdom0307,幸福的地圖,蕭亞軒,kgn,134,10307
sdom0308,shake it,張佑赫,kgn,106,10308
sdom0309,天灰灰的,周杰倫,kgn,66,10309
sdom0310,太美麗,陶喆,kgn,63,10310
sdom0312,唇唇欲動,蔡依林,kgn,125.01,10312
sdom0330,唯舞獨尊(remix串燒 ),蔡依琳,kgn,124,10330
sdom0348,雪聖誕,S.E.S,kgn,124,10348
sdom0349,Christmas in my heart,Sarah connor,kgn,120,10349
sdom0353,GOOD LOVE,tym,kgn,98.7,10353
sdom0354,Set me free,輝星,kgn,66,10354
sdom0355,Fighter,MinWoo,kgn,105.01,10355
sdom0356,cry me a river,賈斯丁,kgn,74.01,10356
sdom0396,In The Future,AsOne,kgn,115.01,10396
sdom0397,Crazy in love,Battle,kgn,102,10397
sdom0398,Bigbang,Bigbang,kgn,101.96,10398
sdom0399,雨櫻花,F.I.R,kgn,120,10399
sdom0401,On the Radio,groove coverage,kgn,128,10401
sdom0402,sitting down here,lene marlin,kgn,124,10402
sdom0406,All about us,Tatu,kgn,162,10406
sdom0409,西廂,後弦,kgn,140,10409
sdom0410,我的果汁分你一半,花兒樂隊,kgn,96,10410
sdom0411,how are you,潘瑋柏,kgn,110,10411
sdom0412,彩虹的微笑,王心凌,kgn,126,10412
sdom0414,Elva Is Back,蕭亞軒,kgn,123,10414
sdom0415,scenario,張佑赫,kgn,150,10415
sdom0439,真愛,羅百吉,kgn,148,10439
sdom0446,正反合,Dong Bang Shin Ki,kgn,115,10446
sdom0574,小心女人,9YOU,kgn,134.72,10574
sdom0575,愛是…,9you,kgn,99,10575
sdom0576,獨家試唱,鄭秀文,kgn,141,10576
sdom0577,煞科,鄭秀文,kgn,140,10577
sdom0578,比堅尼,梁詠琪,kgn,103,10578
sdom0579,小峽谷,9YOU,kgn,126,10579
sdom0580,奇洛李維斯回信,9YOU,kgn,118,10580
sdom0581,糖不甩,9you,kgn,131,10581
sdom0582,薛凱琪,薛凱琪,kgn,120,10582
sdom0583,無忌,無忌,kgn,142,10583
sdom0584,失意諒解備忘錄,9you,kgn,170,10584
sdom0585,sailor and machine gun,郭富城,kgn,97.55,10585
sdom0586,一變傾城,郭富城,kgn,132,10586
sdom0587,唱這歌,郭富城,kgn,152,10587
sdom0588,PARA PARA SAKURA,郭富城,kgn,151,10588
sdom0589,搖滾叛徒,9YOU,kgn,145,10589
sdom0590,地下街,9YOU,kgn,85,10590
sdom0591,目黑,9you,kgn,160,10591
sdom0592,不敵,不敵,kgn,81,10592
sdom0593,我們的愛,F.I.R,kgn,136,10593
sdom0594,千年之戀,飛兒樂隊,kgn,143,10594
sdom0595,無限,F.I.R,kgn,124.15,10595
sdom0596,把愛放開,F.I.R.,kgn,136,10596
sdom0985,牛仔很忙,周杰倫,kgn,248,10985
sdom1111,Electric Shock,f(x),kgn,125,11111
sdom1112,Monster,Bigbang,kgn,128,11112
sdom1113,Fanstatic Baby,Bigbang,kgn,130,11113
sdom1114,Midnight,Beast,kgn,128,11114
sdom1115,I Am The Best,2NE1,kgn,128,11115
sdom1170,Love,Brown Eyed Girls,kgn,134,11170
sdom1171,The Cradle Song,Jewelry,kgn,120,11171
sdom1172,La Papa Pingouin,嘜阿喜,kgn,125.02,11172
sdom1174,abracadabra,tiggy,kgn,138,11174
sdom1175,Melody,Tony An,kgn,84,11175
sdom1176,i like that,Namolla Family,kgn,130,11176
sdom1177,Fast Food Song,9YOU,kgn,130,11177
sdom1178,媽媽咪呀,嘜阿喜,kgn,170,11178
sdom1179,I Love You,Mighty Mouse,kgn,124.99,11179
sdom1180,H-Eugene vs MC 夢,H-Eugene,kgn,107,11180
sdom1184,Black Engine,張根錫,kgn,118,11184
sdom1185,動,吳克群,kgn,138,11185
sdom1186,L.U.V,Eugene,kgn,65,11186
sdom1187,周大俠,周杰倫,kgn,168,11187
sdom1189,It's Ok,Dj Maxwell,kgn,107,11189
sdom1190,weeeek,news,kgn,109.87,11190
sdom1192,努力吧,Riaa,kgn,106,11192
sdom1193,Don't Stop The Music,Rihana,kgn,122.7,11193
sdom1195,Express,XING-T,kgn,135,11195
sdom1196,亂世巨星,陳小春,kgn,109,11196
sdom1198,Cross,鹹素媛,kgn,142.01,11198
sdom1227,crash,matt willis,kgn,170,11227
sdom1281,Blood on Fire,Aaa,kgn,155,11281
sdom1282,ダーリン I LOVE YOU,Berryz工房,kgn,114.5,11282
sdom1284,都会っ子 纯情,℃-ute,kgn,142,11284
sdom1286,For no one,9U,kgn,135,11286
sdom1287,Show time,twenty,kgn,106,11287
sdom1288,DANDAAN,KREVA,kgn,114.1,11288
sdom1289,magic,MEG,kgn,128,11289
sdom1290,CRAZY GONNA CRAZY,T.R.F,kgn,132,11290
sdom1291,Zza Zza La,As one,kgn,123,11291
sdom1292,Ma People,LEXY,kgn,110,11292
sdom1294,night of fire,玩家原創,kgn,155.15,11294
sdom1295,RUN,神話,kgn,120,11295
sdom1297,不相信,聽Me,kgn,124,11297
sdom1300,1-1234 Back,A star,kgn,119,11300
sdom1301,Kiss Me,As One,kgn,134.01,11301
sdom1302,Adrenaline,Buga Kingz,kgn,116,11302
sdom1303,哥哥的心,Ez-Life,kgn,124,11303
sdom1304,Kiss Me,H Eugene,kgn,122,11304
sdom1307,Lucky,Wax,kgn,130,11307
sdom1308,NoNoNo,PK Heman,kgn,128,11308
sdom1310,全都噓聲,Jewelry,kgn,144,11310
sdom1346,"He Said, She Said",Ashley Tisdale,kgn,115.01,11346
sdom1347,Sexy,Babyvox,kgn,100,11347
sdom1348,Sol Flower,Baechigi,kgn,128,11348
sdom1349,DANCE DANCE,Cool,kgn,140,11349
sdom1350,Kil Gun,LMS,kgn,138,11350
sdom1351,雜耍,MC夢,kgn,100,11351
sdom1356,With U,BIGBANG,kgn,120,11356
sdom1359,Astraea,Hashimoto Miyuki,kgn,140,11359
sdom1360,捉迷藏,MC夢,kgn,140,11360
sdom1362,Alright,Rhymer,kgn,125,11362
sdom1364,離別公式,Yeon Seo,kgn,130,11364
sdom1365,今天晚上怎麼樣,Meilin,kgn,105,11365
sdom1409,天國,BigBang,kgn,128,11409
sdom1411,怎麼辦,Brown Eyed Girls,kgn,130,11411
sdom1412,Asereje,Las Ketchup,kgn,92.5,11412
sdom1413,斷念,SARA,kgn,137.01,11413
sdom1414,We can do it,Shoko Nakagawa,kgn,166,11414
sdom1416,橡皮筋,Sunny Hill,kgn,142,11416
sdom1418,Ready ot love,BEG,kgn,125,11418
sdom1419,Every Sweet Day,IU,kgn,122,11419
sdom1420,Moonlight Girl,玄英,kgn,122,11420
sdom1421,沒關係,IU,kgn,134,11421
sdom1423,要走嗎,SeeYa,kgn,127,11423
sdom1424,SolBi,Doit Doit,kgn,117,11424
sdom1426,DISCO,嚴正花,kgn,123,11426
sdom1429,每天每天,Bigbang,kgn,126,11429
sdom1432,除了愛情我什麼都不懂,Sunny Hill,kgn,132,11432
sdom1434,She The One,V,kgn,127,11434
sdom1436,我的愛,殆死悲愛,kgn,100,11436
sdom1437,辛德瑞拉,徐仁英,kgn,120,11437
sdom1439,Hung Up,Madonna,kgn,125,11439
sdom1440,愛情男女,我不管家族,kgn,130,11440
sdom1533,Winter Buttery,Foxxi misQ,kgn,108,11533
sdom1550,Eyes Say,林永俊,kgn,132,11550
sdom1556,MASURAO,DJ OZMA,kgn,132.96,11556
sdom1558,幸福條件,GIRL NEXT DOOR,kgn,132,11558
sdom1559,Nobody's Perfect,Hannah Montana,kgn,132,11559
sdom1569,Yes,Jumper,kgn,120,11569
sdom1570,Amigo,SHINee,kgn,117,11570
sdom1571,Baby Baby,ZaZa,kgn,130,11571
sdom1576,My Style,BrownEyedGirls,kgn,134,11576
sdom1577,Honey,Kara,kgn,140,11577
sdom1578,Trouble Is a Friend,Lenka,kgn,118,11578
sdom1580,NANANA,王心凌+吳克群,kgn,124,11580
sdom1582,Fantastic Girl,Yipani,kgn,130,11582
sdom1616,My Love Song,金錫民,kgn,124,11616
sdom1619,如果沒有,梁靜茹,kgn,148,11619
sdom1620,星期六的晚上,孫丹菲,kgn,127,11620
sdom1621,別打電話,我不管家族,kgn,104,11621
sdom1622,我的愛情羅曼史,我不管家族,kgn,134,11622
sdom1628,怪怪女,青鳥飛魚,kgn,150,11628
sdom1629,非常好,劉彩英,kgn,128,11629
sdom1631,心痛,7 Size,kgn,140,11631
sdom1687,Dream Girl,AfterSchool,kgn,131,11687
sdom1690,Shake You Boby,Navid,kgn,118,11690
sdom1691,Bye Bye,ShinGun,kgn,127,11691
sdom1692,Play,SS501,kgn,117.02,11692
sdom1694,Bye Bye,TaeGoon,kgn,130,11694
sdom1696,魔法般的愛,殆死悲愛,kgn,92,11696
sdom1697,墜入愛河,殆死悲愛,kgn,96,11697
sdom1701,Feat.Maboos,韓尤娜,kgn,125,11701
sdom1707,看了又看,金鐘旭,kgn,130,11707
sdom1712,只知道愛,我不管家族,kgn,102,11712
sdom1713,舞林盟主,戴雪兒,kgn,131,11713
sdom1714,feat. Speed Motion,秀彬,kgn,98,11714
sdom1734,被吸引了,我不管家族,kgn,130,11734
sdom1735,你要走了嗎,我不管家族,kgn,118,11735
sdom1744,Gloria,PK Heman,kgn,118,11744
sdom1745,一起玩吧,RooRa,kgn,109,11745
sdom1747,準備開始,T-Max,kgn,124,11747
sdom1748,新窩,飛輪海,kgn,120,11748
sdom1749,Style News,閔孝琳,kgn,127,11749
sdom1750,Hot N' Cold,凱蒂派瑞,kgn,132,11750
sdom1751,Because of you,Winds,kgn,100.92,11751
sdom1752,The Couple,One Love,kgn,128,11752
sdom1753,LUV D.N.A,MC 夢,kgn,118,11753
sdom1754,Indian Boy,MC 夢,kgn,120,11754
sdom1755,the boy i used to know,Marie Serneholt,kgn,105,11755
sdom1756,Rally,Jewelry,kgn,89,11756
sdom1771,Through My Window,Bunkface,kgn,153,11771
sdom1774,the boy does nothing,alesha dixon,kgn,174,11774
sdom1776,去吧去吧,Bigbang,kgn,120,11776
sdom1777,Suga Luv,Bizniz,kgn,125,11777
sdom1778,Abracadabra,Brown Eyed Girls,kgn,128,11778
sdom1780,Amoled,DamBi,kgn,125,11780
sdom1781,Bad Girl,Devil Angel,kgn,122.5,11781
sdom1782,Hey  Mr,Dream Girls,kgn,116,11782
sdom1785,Hot Issue,4minute,kgn,128,11785
sdom1786,Wanna,Kara,kgn,161,11786
sdom1787,我不懂,Kara,kgn,103,11787
sdom1788,again&again,2PM,kgn,127,11788
sdom1789,StraightThroighMyHeart,backstreet boys,kgn,124,11789
sdom1790,Honey Honey,Bada,kgn,160,11790
sdom1791,All I Ever Wanted,Basshunter,kgn,145,11791
sdom1796,R2Song,皇甫,kgn,130,11796
sdom1798,熱情的時代,Hint,kgn,120,11798
sdom1850,Falling U,Tiara,kgn,130,11850
sdom1868,靠近,Brown Eyed Girls,kgn,90,11868
sdom1869,銀河鐵道999,放浪兄弟,kgn,131,11869
sdom1870,致她,2AM,kgn,127,11870
sdom1872,My Color,2PM,kgn,110,11872
sdom1874,Break Down,我不管家族,kgn,125,11874
sdom1875,Sign,Brown Eyed Girls,kgn,134,11875
sdom1876,只為愛上你,S.H.E,kgn,150,11876
sdom1963,單程車票,恰萌奇,kgn,115,11963
sdom1964,RPG,恰萌奇,kgn,129,11964
sdom1966,Lacrimosa,華麗菲娜,kgn,192,11966
sdom1967,そばにいてあげる,林綾,kgn,78,11967
sdom1969,就在,張懸,kgn,125,11969
sdom1970,要我的命,楊丞琳,kgn,165,11970
sdom1972,迷迷羊,恰萌奇,kgn,125,11972
sdom1973,任性,恰萌奇,kgn,178,11973
sdom5001,Dogfight,Initial D,kgn,155,15001
sdom5002,Final Countdown,Initial D,kgn,154.5,15002
sdom5003,Gamble Ramble,Initial D,kgn,153.95,15003
sdom5004,Space Boy,Initial D,kgn,155.7,15004
sdom5005,Running In The 90's,Initial D,kgn,158.5,15005
sdom5006,Resonance,Soul Eater,kgn,165,15006
sdom5007,Heart of Witch,DJ Max Black Square,kgn,170,15007
sdom5008,Crossing Field,Sword Art Online,kgn,179,15008
sdom5009,Unfinished,Accel World,kgn,146,15009
sdom5010,Forever Young,Initial D,kgn,158,15010
sdom5011,Blazability,M.O.V.E.,kgn,153,15011
sdom5012,My Colorful Confuse,Gumi,kgn,170,15012
sdom5013,Wedding Dress,Taeyang,kgn,134,15013
sdom5014,Uso,Full Metal Alchemist,kgn,90,15014
sdom5015,Catch Me,TVXQ,kgn,128,15015
sdom5016,Explosive,Bond,kgn,115,15016
sdom5017,Phantom of Blue,Maximum Tune,kgn,143,15017
sdom5018,Jihad,Kotoko,kgn,180,15018
sdom5019,V,DJ TAKA,kgn,150,15019
sdom5020,V2,DJ TAKA,kgn,150,15020
sdom5021,Libera Me,Cranky,kgn,165,15021
sdom5022,Joker,DJ Nero,kgn,184,15022
sdom5023,Silly-Go-Round,Yuuka,kgn,163,15023
sdom5024,Heartbreaker,G-Dragon,kgn,135,15024
sdom5025,Crayon,G-Dragon,kgn,132,15025
sdom5026,I Got A Boy,SNSD,kgn,98,15026
sdom5027,Pandora,KARA,kgn,140,15027
sdom5028,My Dearest,Supercell,kgn,169,15028
sdom5029,Tonight,Bigbang,kgn,130,15029
sdom5030,Guren no Yumiya,Linked Horizon,kgn,180,15030
sdom5033,Gentleman,PSY,kgn,126,15033
sdom5035,Shinsekai,Shiraishi,kgn,193,15035
sdom5040,Pure Ruby,Shiki,kgn,178,15040
sdom5041,ViViD,May'n,kgn,102.5,15041
sdom5042,Ryoushi No Umi No Rintovurumu,TOMOSUKE,kgn,140,15042
sdom5044,Jiyuu no Tsubasa,Linked Horizon,kgn,136,15044
sdom5045,Great Escape,Cinema Staff,kgn,184,15045
sdom5046,Turii,Panta Rhei,kgn,148,15046
sdom5047,Ignite,Eir Aoi,kgn,171,15047
sdom5048,Elpis,dj TAKA,kgn,175,15048
sdom5051,Akasagarbha,Wa. vs ETIA.,kgn,192,15051
sdom5053,THE HERO !!,JAM Project,kgn,260,15053
sdom5060,Almagest,Galdeira,kgn,178,15060
sdom5062,Clattanoia,OxT,kgn,190,15062
sdom5064,This Game,Konomi Suzuki,kgn,147,15064
sdom5065,Axion,Sakuzyo,kgn,160,15065
sdom5066,Rising Hope,LiSA,kgn,190,15066
sdom5067,Saika,Rabpit,kgn,145,15067
sdom5068,Butter-Fly,Wada Kouji,kgn,164.9,15068
sdom5069,Dynasty,Yooh,kgn,189,15069
sdom5070,Sorceress Elise,Yahpp,kgn,158,15070
sdom5071,Raison D'etre,Zektbach,kgn,175,15071
sdom5072,Odin,Black Another,kgn,163,15072
sdom5073,Holy Knight,Eyemedia,kgn,155,15073
sdom5074,Catch Me If You Can,SNSD,kgn,134,15074
sdom5079,Beautiful,Crush,kgn,110.1,15079
sdom5080,Imprinting,Sakuzyo,kgn,175,15080
sdom5081,Garasu no Hitomi,Sid,kgn,179.95,15081
sdom5082,Persephone,Ebico,kgn,185,15082
sdom5083,TT,Twice,kgn,130,15083
sdom5084,ANiMA,Xi,kgn,183.5,15084
sdom5085,Identic Conflict,BBN,kgn,178,15085
